Code,SENTENCED,population,sentratio,spam,spamratio
SR,0,7,311,0,273,37,343
RO,0,21,905,0,523,23,876
KR,13,48,755,0,267,894,18,337
BY,10,9,578,1,044,174,18,167
IL,0,7,473,0,128,17,128
BG,0,7,094,0,108,15,225
TW,29,23,072,1,257,297,12,873
VN,235,90,549,2,595,916,10,116
KZ,0,15,522,0,140,9,019
US,426,313,232,1,36,2499,7,978
UR,0,45,135,0,332,7,356
CL,0,16,889,0,122,7,224
PL,0,38,442,0,275,7,154
PE,0,29,249,0,203,6,94
RU,0,138,74,0,895,6,451
SA,45,26,132,1,722,161,6,161
MA,22,31,968,0,688,162,5,068
CO,0,44,726,0,213,4,762
IT,0,61,017,0,267,4,376
PH,0,101,834,0,390,3,83
AR,0,41,77,0,159,3,807
ES,0,46,755,0,171,3,657
BR,0,203,43,0,538,2,645
ID,29,245,613,0,118,508,2,068
DZ,701,34,995,20,031,70,2
DE,0,81,472,0,158,1,939
IN,325,1189,173,0,273,2128,1,789
PK,1184,187,343,6,32,268,1,431
FR,0,65,312,0,91,1,393
IR,1303,77,891,16,728,105,1,348
TH,16,66,72,0,24,82,1,229
TR,0,78,786,0,70,0,888
MX,0,113,724,0,73,0,642
CN,12000,1336,718,8,977,508,0,38
MY,216,245,613,0,879,70,0,285
AF,364,29,835,12,2,1,0,034
